run_id,run_dir,actor,actor_label,task,task_label,pair_uid,panel_winner_condition,complete,n_valid_vote_rows
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:5:v18a4446bca:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:5:v18a4446bca:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:6:v1511cbcd49:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:6:v1511cbcd49:r1,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:6:v1511cbcd49:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:6:v1511cbcd49:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:6:v1511cbcd49:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:7:v4488b9783a:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:7:v4488b9783a:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:7:v4488b9783a:r2,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:7:v4488b9783a:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:7:v4488b9783a:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:8:v663433b642:r0,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:8:v663433b642:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:8:v663433b642:r2,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:8:v663433b642:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:8:v663433b642:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:9:vdce14638ed:r0,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:9:vdce14638ed:r1,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:9:vdce14638ed:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:9:vdce14638ed:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:9:vdce14638ed:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:10:vedac9bc166:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:10:vedac9bc166:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:10:vedac9bc166:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:10:vedac9bc166:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:10:vedac9bc166:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:11:v9d390d075b:r0,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:11:v9d390d075b:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:11:v9d390d075b:r2,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:11:v9d390d075b:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:11:v9d390d075b:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:12:v61bda06339:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:12:v61bda06339:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:12:v61bda06339:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:12:v61bda06339:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:12:v61bda06339:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:13:v4128b0df14:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:13:v4128b0df14:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:13:v4128b0df14:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:13:v4128b0df14:r3,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:13:v4128b0df14:r4,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:14:vd5a8a6a9f1:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:14:vd5a8a6a9f1:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:14:vd5a8a6a9f1:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:14:vd5a8a6a9f1:r3,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:14:vd5a8a6a9f1:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:15:v636fa40ca3:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:15:v636fa40ca3:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:15:v636fa40ca3:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:15:v636fa40ca3:r3,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:15:v636fa40ca3:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:16:v974e986b07:r0,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:16:v974e986b07:r1,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:16:v974e986b07:r2,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:16:v974e986b07:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:16:v974e986b07:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:17:v76f313554f:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:17:v76f313554f:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:17:v76f313554f:r2,tie,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:17:v76f313554f:r3,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:17:v76f313554f:r4,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:18:v9cd773c1cf:r0,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:18:v9cd773c1cf:r1,user_strong,True,6
essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__user_prompt_role__gpt-5.4-mini-or__2026-06-20_16-58-28Z__hash-958a1d578531,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,user_prompt_role:gpt-5.4-mini-or:essay:18:v9cd773c1cf:r2,user_strong,True,6
