coding_pair_uid,comparison_name,source_mode,actor,actor_label,task,task_label,left_condition,right_condition,dimension,description,winner,winner_side,left_minus_right_score,reason
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iCollege athletes should be paid for their work:r6,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,B,left,1.0,"Output B briefly acknowledges the recent shift towards Name, Image, and Likeness (NIL) rights as a step in the right direction but then qualifies it by stating it is 'insufficient' because it 'does not address direct pay from the institutions.' This demonstrates a better anticipation and response to a potential counterargument."
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iCollege athletes should be paid for their work:r6,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",tie,tie,0.0,"Both essays have strong paragraph flow, clear transitions, and effective concluding paragraphs that synthesize their arguments well."
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iCollege athletes should be paid for their work:r6,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,"Neither essay contains exaggerated, awkward, unsupported, or factually dubious claims. Both maintain a plausible and well-supported argument."
amount:modgrid_translation_amount:qwen3.6-plus-or:translation:i11:r1,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,amount_high,amount_low,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,B,left,1.0,Output B's 'European fund company' is slightly more natural than Output A's 'European fund' in this context.
amount:modgrid_translation_amount:qwen3.6-plus-or:translation:i11:r1,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,amount_high,amount_low,terminology_precision,Which translation uses more domain-appropriate terminology?,tie,tie,0.0,Both outputs use appropriate terminology for financial transactions and share types.
amount:modgrid_translation_amount:qwen3.6-plus-or:translation:i11:r1,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,amount_high,amount_low,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",tie,tie,0.0,Both outputs correctly identify and translate all named entities.
amount:modgrid_translation_amount:qwen3.6-plus-or:translation:i11:r1,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,amount_high,amount_low,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",tie,tie,0.0,Both outputs accurately preserve all numerical values.
amount:modgrid_translation_amount:qwen3.6-plus-or:translation:i11:r1,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,amount_high,amount_low,additions_omissions,Which translation has fewer unsupported additions and fewer omissions of source meaning?,tie,tie,0.0,Neither output has significant unsupported additions or omissions.
amount:modgrid_translation_amount:qwen3.6-plus-or:translation:i11:r1,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,translation,Translation,amount_high,amount_low,structural_clarity,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?",tie,tie,0.0,Both outputs maintain clear sentence structure and relations.
amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iCompanies should adopt four-day work weeks where feasible:r1,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,amount_high,amount_low,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,A,right,-1.0,"Output A's thesis statement is more direct and clearly outlines the three main benefits it will argue for (employee well-being, operational productivity, organizational focus) and explicitly states 'without incurring additional costs,' which frames the stakes more compellingly."
amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iCompanies should adopt four-day work weeks where feasible:r1,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,amount_high,amount_low,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,right,-1.0,"Output A provides slightly more detailed causal reasoning for productivity increases (eliminating non-essential meetings, streamlining communication, prioritizing high-impact activities) and connects well-being to retention and talent acquisition more explicitly. Output B's reasoning for productivity (pressure to procrastinate evaporates) is less developed."
amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iCompanies should adopt four-day work weeks where feasible:r1,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,amount_high,amount_low,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,right,-1.0,"Output A provides two distinct examples (Iceland's national trial and Microsoft's pilot), both with specific details and outcomes, making its evidence more robust and varied than Output B's single example."
amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iCompanies should adopt four-day work weeks where feasible:r1,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,amount_high,amount_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,A,right,-1.0,"Output A explicitly addresses a potential counterargument by stating 'While not every role fits this immediate compression,' and then immediately qualifies it with the success of the enterprises, showing a better anticipation of objections."
amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iCompanies should adopt four-day work weeks where feasible:r1,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",tie,tie,0.0,Both essays have good paragraph flow and transitions. Their conclusions effectively summarize their arguments and reinforce the thesis.
amount:modgrid_essay_amount:qwen3.5-9b-or:essay:iCompanies should adopt four-day work weeks where feasible:r1,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both essays maintain a plausible tone and avoid exaggerated or unsupported claims. Their arguments are well-reasoned within the scope of the task.
amount:modgrid_translation_amount:deepseek-v3.2-or:translation:i24:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,amount_high,amount_low,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,A,left,1.0,"Output A's phrasing 'secured millions in USD in venture capital' is more natural than Output B's 'secured a million-dollar venture capital investment' when referring to an unspecified amount of 'millions' from the source. Also, 'began production on' is slightly more idiomatic than 'launching the production of'."
amount:modgrid_translation_amount:deepseek-v3.2-or:translation:i24:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,amount_high,amount_low,terminology_precision,Which translation uses more domain-appropriate terminology?,tie,tie,0.0,Both outputs use appropriate terminology for the context of film production and venture capital.
amount:modgrid_translation_amount:deepseek-v3.2-or:translation:i24:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,amount_high,amount_low,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",B,right,-1.0,"Output B correctly translates '彼岸天' as 'B&T Studio', which is the full name, whereas Output A uses 'B&T' which is an abbreviation."
amount:modgrid_translation_amount:deepseek-v3.2-or:translation:i24:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,amount_high,amount_low,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",B,right,-1.0,The source text states '百万美金' (a million US dollars). Output B correctly translates this as 'a million-dollar venture capital investment'. Output A's 'millions in USD' is less precise and could imply more than one million.
amount:modgrid_translation_amount:deepseek-v3.2-or:translation:i24:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,amount_high,amount_low,additions_omissions,Which translation has fewer unsupported additions and fewer omissions of source meaning?,tie,tie,0.0,Both outputs accurately convey the information without significant additions or omissions.
amount:modgrid_translation_amount:deepseek-v3.2-or:translation:i24:r5,amount,pair_deltas,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,amount_high,amount_low,structural_clarity,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?",tie,tie,0.0,Both outputs maintain clear sentence structure and relationships between clauses.
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",A,right,-1.0,"Output A quantifies the impact with specific numbers (three clinic staff, 45 minutes total delay) and explains the potential downstream consequences (denied claims). Output B gives percentages and averages but is less concrete about individual impact."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,right,-1.0,"Output A provides a more granular timeline with specific events and their exact timestamps, making it easier to follow the progression of the incident. Output B's timeline is less precise with some larger gaps."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,A,right,-1.0,"Output A identifies a very specific technical failure (dispatcher thread hitting a rate-limit from Redis client library due to aggressive locking, causing a timeout and silent drop of invalidation command) and explains the mechanism clearly. Output B's root cause is a bit more generalized (configuration drift, error silencing, cache expiry) without the same level of technical detail on the exact failure point."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",A,right,-1.0,"Output A clearly separates and defines its contributing factors (lack of idempotency, monitoring gaps, concurrency bottleneck) with specific technical explanations. Output B's factors are also good but slightly less distinct in their technical contribution to the root cause."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,right,-1.0,"Output A explicitly states that existing dashboards did not include a 'Cache Hit Ratio vs. Source of Truth Divergence' gauge, directly addressing why the incident wasn't detected earlier. Output B mentions 'no alerting pipeline configured specifically for the health of the background cache refresh job' but A's explanation is more direct about the observability gap."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",A,right,-1.0,"Output A's action items are highly concrete, specifying the exact technical changes needed (e.g., 'Implement idempotent retry mechanisms with exponential backoff', 'Deploy a new dashboard that compares the last-known status in Cache against the last-known status in the Database'). Output B's are good but slightly less prescriptive in the technical implementation details."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both outputs maintain a blameless tone, focusing on system failures, process gaps, and technical issues rather than individual fault. They both attribute issues to system design, configuration, or process."
amount:modgrid_incident_amount:qwen3.5-9b-or:incident_postmortem:i3:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,amount_high,amount_low,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,right,-1.0,"Output A feels more like a real engineering postmortem due to its highly specific technical details in the root cause and contributing factors, and the concrete, low-level action items. Output B is also good but has a slightly more generalized feel in some sections, like the 'Heyman's Fallacy' reference, which feels a bit academic for a typical postmortem."
amount:modgrid_essay_amount:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r9,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,amount_high,amount_low,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,A,right,-1.0,"Output A's thesis statement is more comprehensive, framing the ban not just as reducing distraction but as protecting cognitive development, fostering social connection, and restoring intellectual engagement. This sets up a broader and more compelling argument from the outset."
amount:modgrid_essay_amount:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r9,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,amount_high,amount_low,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,right,-1.0,"Output A provides slightly deeper reasoning, particularly in its first argument about 'cognitive residue' and 'brain drain,' citing research from the University of Texas. It also connects the ban to 'sustained concentration skills increasingly rare in our hyperconnected world,' adding a layer of societal impact."
amount:modgrid_essay_amount:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r9,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,amount_high,amount_low,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,right,-1.0,"Output A's example of San Mateo High School is more specific and illustrative. It details the 'lockable phone pouch system' and describes the transformation in terms of 'hallways rang with conversation rather than silence punctuated by scrolling' and students describing 'relief at being temporarily unreachable,' which feels more tangible and impactful than Output B's more general description of 'dramatic improvements' and 'test scores rose'."
amount:modgrid_essay_amount:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r9,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,amount_high,amount_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,B,left,1.0,"Output B addresses counterarguments more directly and effectively. It explicitly mentions 'emergency contact' and 'phones support learning' and provides clear rebuttals (school office phones, dedicated school-provided tablets). Output A's counterargument response is a bit more general ('pedagogical benefits of smartphones are vastly overstated')."
amount:modgrid_essay_amount:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r9,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",A,right,-1.0,"Output A has slightly better flow and transitions. The arguments build logically, and the concluding paragraph effectively synthesizes the main points, reinforcing the 'protection of educational integrity and student wellbeing' theme. Output B's conclusion is also good but feels a little less integrated with the preceding arguments."
amount:modgrid_essay_amount:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r9,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both essays maintain a plausible and well-supported tone. Neither makes exaggerated or factually dubious claims. They both cite general research or school examples without overstating their findings.
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iGig-economy workers should be classified as employees:r8,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,A,left,1.0,"Output A's thesis statement, 'This shift is not merely a bureaucratic adjustment but a moral imperative necessary to provide essential protections, ensure fair compensation, and stabilize the broader economy,' more clearly and compellingly frames the stakes of the argument beyond just worker benefits, linking it to broader economic stability and moral imperatives."
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iGig-economy workers should be classified as employees:r8,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,left,1.0,"Output A's second argument explicitly mentions 'wage theft disguised as operational costs' and explains how platforms shift expenses, leading to workers earning below minimum wage. This provides a more specific economic reasoning than B's more general 'wage theft and unpredictable earnings' point."
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iGig-economy workers should be classified as employees:r8,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,left,1.0,"Output A's example of Maria suffering a car accident and being denied workers' compensation is more specific and impactful in demonstrating the lack of safety nets for gig workers compared to B's example of a respiratory infection, which, while relevant, is less directly tied to the unique risks of gig work that workers' compensation addresses."
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iGig-economy workers should be classified as employees:r8,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,A,left,1.0,"Output A's counterargument response, 'Legislative models in various jurisdictions have demonstrated that it is possible to preserve worker autonomy while mandating basic labor protections,' is more specific and stronger than B's more general 'Legislative models in various jurisdictions have shown that it is possible to maintain scheduling autonomy while mandating basic labor standards.'"
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iGig-economy workers should be classified as employees:r8,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",A,left,1.0,"Output A has a stronger concluding paragraph that synthesizes the arguments and reiterates the core message more effectively, stating 'The current system exploits legal loopholes to prioritize corporate profit over human dignity. Reclassifying gig workers as employees is a necessary step toward a fairer future, ensuring that the convenience of the digital age does not come at the expense of the workers who power it.'"
amount:modgrid_essay_amount:qwen3.6-plus-or:essay:iGig-economy workers should be classified as employees:r8,amount,pair_deltas,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both outputs maintain a plausible and well-supported argument without exaggerated or factually dubious claims.
amount:modgrid_essay_amount:gpt-5.4-mini-or:essay:iChildhood vaccination should be required for public school enrollment:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,amount_high,amount_low,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,tie,tie,0.0,"Both essays present a clear thesis and frame the stakes effectively, emphasizing the shared nature of schools and the protection of vulnerable individuals."
amount:modgrid_essay_amount:gpt-5.4-mini-or:essay:iChildhood vaccination should be required for public school enrollment:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,amount_high,amount_low,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,right,-1.0,"Output A's third argument about 'simple and widely understood' requirements, linking to existing documentation, feels slightly more grounded and practical than B's 'supported by evidence and experience' which is a bit more generic."
amount:modgrid_essay_amount:gpt-5.4-mini-or:essay:iChildhood vaccination should be required for public school enrollment:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,amount_high,amount_low,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,right,-1.0,"Output A's example of the 2019 measles outbreaks is slightly more specific in its consequences ('children were kept out of class, parents missed work, and public health officials had to spend enormous time and money') compared to B's more general 'many illnesses, school disruptions, and extensive public health efforts'."
amount:modgrid_essay_amount:gpt-5.4-mini-or:essay:iChildhood vaccination should be required for public school enrollment:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,amount_high,amount_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,tie,tie,0.0,"Both essays briefly address the 'personal freedom' or 'parental choice' counterargument in their introductions, but neither develops a deeper qualification or response to potential objections."
amount:modgrid_essay_amount:gpt-5.4-mini-or:essay:iChildhood vaccination should be required for public school enrollment:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",tie,tie,0.0,"Both essays have good paragraph flow, clear transitions (First, Second, Third), and effective concluding statements that reiterate the thesis."
amount:modgrid_essay_amount:gpt-5.4-mini-or:essay:iChildhood vaccination should be required for public school enrollment:r6,amount,pair_deltas,gpt-5.4-mini-or,GPT-5.4 mini,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,"Both essays maintain a plausible and well-supported tone, avoiding exaggerated or factually dubious claims."
amount:modgrid_essay_amount:glm-5.1-or:essay:iNutrition labels should appear on restaurant menus:r2,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,A,left,1.0,"Output A's thesis statement is slightly more specific and compelling, particularly with the phrase 'protect vulnerable populations from hidden health hazards,' which adds a stronger ethical dimension than B's 'establish food transparency consistent with grocery standards.'"
amount:modgrid_essay_amount:glm-5.1-or:essay:iNutrition labels should appear on restaurant menus:r2,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,left,1.0,"Output A provides slightly deeper reasoning, especially in the second argument where it suggests that visible information 'subtly encourages restaurants to reformulate their recipes' and 'teaches the public proper portion awareness,' which are more nuanced causal links than B's more general 'necessary intervention point.'"
amount:modgrid_essay_amount:glm-5.1-or:essay:iNutrition labels should appear on restaurant menus:r2,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,left,1.0,"Output A's example of the 'Turkey Avocado Wrap' is more specific and highlights a common misconception about 'healthy' options, making the hidden nutritional information more impactful and surprising. Output B's 'Crispy Chicken Caesar Salad' is also good but perhaps a more commonly known 'unhealthy healthy' option."
amount:modgrid_essay_amount:glm-5.1-or:essay:iNutrition labels should appear on restaurant menus:r2,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,tie,tie,0.0,Neither essay explicitly anticipates or responds to counterarguments or tradeoffs.
amount:modgrid_essay_amount:glm-5.1-or:essay:iNutrition labels should appear on restaurant menus:r2,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",A,left,1.0,Output A has a slightly stronger concluding paragraph that effectively synthesizes the arguments and reinforces the central message with the phrase 'eating out does not mean selling out our well-being.'
amount:modgrid_essay_amount:glm-5.1-or:essay:iNutrition labels should appear on restaurant menus:r2,amount,pair_deltas,glm-5.1-or,GLM-5.1,essay,Essay writing,amount_high,amount_low,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both essays maintain a plausible and well-supported tone without exaggerated or factually dubious claims.
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",A,left,1.0,"Output A provides a more comprehensive and detailed account of the problem, including specific health consequences for children, compounding factors like climate change and aging infrastructure, and the limitations of existing testing programs. Output B focuses more narrowly on Southwest tribal lands and specific contaminants without the broader context of systemic issues."
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,left,1.0,"Output A describes a more concrete and detailed intervention, outlining a two-tiered approach with specific types of kits (field-ready vs. advanced sensors) and the contaminants they detect. It also details distribution channels and training protocols more thoroughly. Output B is slightly less specific about the kit's technical components beyond 'colorimetric assays' and 'smartphone-enabled digital documentation'."
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,left,1.0,"Output A presents a more rigorous evaluation plan, detailing specific metrics for technical accuracy (split-sample comparison, 95% concordance), community adoption (kit utilization, training completion, qualitative assessments), and health outcomes (retrospective analysis of clinic data, nested cohort study). Output B's evaluation is good but slightly less detailed in its outcome measures and comparison logic."
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,left,1.0,"Output A provides stronger evidence of feasibility, mentioning established partnerships with seven tribal nations across three states, MOUs with tribal colleges, and successful pilot testing with 97% concordance. Output B mentions partnerships with specific tribal agencies but less about the breadth of existing groundwork or pilot success."
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,B,right,-1.0,"Output B identifies more realistic and specific risks, such as variable water chemistry and seasonal access challenges, and provides more concrete mitigation plans, including matrix-specific calibration curves and helicopter transport protocols. Output A's risks are also valid but its mitigation plans are slightly less detailed (e.g., 'adaptive technical assistance' vs. 'matrix-specific calibration')."
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",B,right,-1.0,"Output B provides more concrete and measurable expected impacts, such as 'real-time data will enable immediate source protection measures,' 'documented water quality data strengthens tribal positions in negotiations,' and 'certification program creates skilled employment pathways.' While A also lists impacts, B's are more directly tied to specific, actionable outcomes."
amount:modgrid_grant_amount:kimi-k2.5-or:grant_proposal_abstract:i22:r6,amount,pair_deltas,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,amount_high,amount_low,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,B,right,-1.0,"Output B demonstrates a slightly better fit with the stakeholder context by explicitly mentioning 'participatory research methodology developed in partnership with the Navajo Nation Environmental Protection Agency, Hopi Tribe Department of Natural Resources, and Tohono O'odham Nation Department of Environmental Protection,' and emphasizing co-design through community advisory boards. While A also mentions cultural adaptation, B's examples are more specific to the tribal context."
amount:modgrid_grant_amount:qwen3.5-9b-or:grant_proposal_abstract:i26:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,grant_proposal_abstract,Grant abstract,amount_high,amount_low,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",A,left,1.0,"Output A provides a more specific and detailed account of the problem within pediatric healthcare, including the impact on patient safety and turnover rates, which is more compelling than the general 'skills gap' in Output B."
amount:modgrid_grant_amount:qwen3.5-9b-or:grant_proposal_abstract:i26:r3,amount,pair_deltas,qwen3.5-9b-or,Qwen3.5 9B,grant_proposal_abstract,Grant abstract,amount_high,amount_low,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,left,1.0,"Output A outlines a more concrete and detailed adaptation process with four distinct phases, including specific actions like 'Community-Based Partnership' and 'Digital Adaptation' with AT accessibility. Output B's phases are slightly more general."
