sample_index,coding_pair_uid,comparison_name,source_mode,actor,task,task_label,item_label,item_index,repeat,source_pair_uid,left_condition,right_condition,left_raw_condition,right_raw_condition,left_output_id,right_output_id,left_run_dir,right_run_dir,a_side,b_side,output_a_id,output_b_id,panel_winner_condition,effect_score_left_minus_right
139,utility_high_vs_r0:kimi-k2.5-or:translation:inone:r0:modgrid_translation_highlow:kimi-k2.5-or:translation:i29:r0::a:r0:translation:kimi-k2.5-or:i29:r0,utility_high_vs_r0,arm_match,kimi-k2.5-or,translation,Translation,现在，尽快在全国范围内推出这项试验以便保护接触艾滋病毒的人员，并帮助我们更进一步地终止艾滋病毒在社会中的传播，这点非常重要。”,22,0,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:kimi-k2.5-or:translation:i29:r0::a,r0:translation:kimi-k2.5-or:i29:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-cfcad95afbdf,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:kimi-k2.5-or:i29:r0,modgrid_translation_highlow:kimi-k2.5-or:translation:i29:r0::a,,
140,utility_high_vs_r0:gpt-5.4-mini-or:grant_proposal_abstract:iwater-quality-testing-kits-for-tribal-lands:r0:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i22:r0::a:r0:grant_proposal_abstract:gpt-5.4-mini-or:i22:r0,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,water-quality testing kits for tribal lands,15,0,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i22:r0::a,r0:grant_proposal_abstract:gpt-5.4-mini-or:i22:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:gpt-5.4-mini-or:i22:r0,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i22:r0::a,,
141,utility_high_vs_r0:qwen3.6-plus-or:grant_proposal_abstract:ioffline-first-appointment-reminders-for-rural-clinics:r1:modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i0:r1::a:r0:grant_proposal_abstract:qwen3.6-plus-or:i0:r1,utility_high_vs_r0,arm_match,qwen3.6-plus-or,grant_proposal_abstract,Grant abstract,offline-first appointment reminders for rural clinics,0,1,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i0:r1::a,r0:grant_proposal_abstract:qwen3.6-plus-or:i0:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-3fa785d4fc57,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:qwen3.6-plus-or:i0:r1,modgrid_grant_highlow:qwen3.6-plus-or:grant_proposal_abstract:i0:r1::a,,
142,utility_high_vs_r0:qwen3.6-plus-or:translation:i2-10-2016-2014-2025:r4:modgrid_translation_highlow:qwen3.6-plus-or:translation:i18:r4::a:r0:translation:qwen3.6-plus-or:i18:r4,utility_high_vs_r0,arm_match,qwen3.6-plus-or,translation,Translation,2月10日消息：记者昨天从常州市农委获悉，在2016年成功创成国家森林城市的基础上，今年，常州市将深入实施《江苏省常州国家森林城市建设总体规划（2014-2025）》，巩固提升国家森林城市建设成果，建设绿色和谐、全民共享的高品质森林城市。,10,4,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:qwen3.6-plus-or:translation:i18:r4::a,r0:translation:qwen3.6-plus-or:i18:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-920b20c6061e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:qwen3.6-plus-or:i18:r4,modgrid_translation_highlow:qwen3.6-plus-or:translation:i18:r4::a,,
143,utility_high_vs_r0:qwen3.5-9b-or:translation:iNAACP:r3:modgrid_translation_highlow:qwen3.5-9b-or:translation:i0:r3::a:r0:translation:qwen3.5-9b-or:i0:r3,utility_high_vs_r0,arm_match,qwen3.5-9b-or,translation,Translation,NAACP 指出，最近通过的一项密苏里州法律使得人们更难赢得歧视诉讼，该州执法也一定程度上针对少数群体，这些现象促使该组织发布了旅行警告。,0,3,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:qwen3.5-9b-or:translation:i0:r3::a,r0:translation:qwen3.5-9b-or:i0:r3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-2beddcf0e258,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_highlow:qwen3.5-9b-or:translation:i0:r3::a,r0:translation:qwen3.5-9b-or:i0:r3,,
144,utility_high_vs_r0:gpt-5.4-mini-or:incident_postmortem:iAn-SSO-certificate-rotation-was-not-propagated-to-a-regional-cluster-blocking-employee-login.:r4:modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i27:r4::a:r0:incident_postmortem:gpt-5.4-mini-or:i27:r4,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,incident_postmortem,Incident postmortem,"An SSO certificate rotation was not propagated to a regional cluster, blocking employee login.",20,4,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i27:r4::a,r0:incident_postmortem:gpt-5.4-mini-or:i27:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-aa065ed0a14e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i27:r4::a,r0:incident_postmortem:gpt-5.4-mini-or:i27:r4,,
145,utility_high_vs_r0:qwen3.6-plus-or:essay:iNational-parks-should-limit-daily-visitor-numbers-to-protect-ecosystems:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r0::a:r0:essay:qwen3.6-plus-or:iNational parks should limit daily visitor numbers to protect ecosystems:r0,utility_high_vs_r0,arm_match,qwen3.6-plus-or,essay,Essay writing,National parks should limit daily visitor numbers to protect ecosystems,16,0,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:qwen3.6-plus-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r0::a,r0:essay:qwen3.6-plus-or:iNational parks should limit daily visitor numbers to protect ecosystems:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-c4af48e575ac,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:essay:qwen3.6-plus-or:iNational parks should limit daily visitor numbers to protect ecosystems:r0,modgrid_essay_highlow:qwen3.6-plus-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r0::a,,
146,utility_high_vs_r0:qwen3.5-9b-or:translation:inone:r1:modgrid_translation_highlow:qwen3.5-9b-or:translation:i20:r1::a:r0:translation:qwen3.5-9b-or:i20:r1,utility_high_vs_r0,arm_match,qwen3.5-9b-or,translation,Translation,今天上午举行的《北京市控制吸烟条例》实施一周年宣传活动上，“我的控烟宣言”全国青年控烟微视频获奖的青年学生代表与全国控烟宣传形象大使黄轩互动，并且回顾了征集活动视频及获奖优秀作品展映。,13,1,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:qwen3.5-9b-or:translation:i20:r1::a,r0:translation:qwen3.5-9b-or:i20:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-2beddcf0e258,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:qwen3.5-9b-or:i20:r1,modgrid_translation_highlow:qwen3.5-9b-or:translation:i20:r1::a,,
147,utility_high_vs_r0:qwen3.6-plus-or:incident_postmortem:iA-database-migration-locked-a-table-used-by-checkout-increasing-payment-failures-for-27-minutes.:r2:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i2:r2::a:r0:incident_postmortem:qwen3.6-plus-or:i2:r2,utility_high_vs_r0,arm_match,qwen3.6-plus-or,incident_postmortem,Incident postmortem,"A database migration locked a table used by checkout, increasing payment failures for 27 minutes.",12,2,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i2:r2::a,r0:incident_postmortem:qwen3.6-plus-or:i2:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:qwen3.6-plus-or:i2:r2,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i2:r2::a,,
148,utility_high_vs_r0:glm-5.1-or:grant_proposal_abstract:ilow-bandwidth-telehealth-for-remote-dialysis-patients:r2:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i14:r2::a:r0:grant_proposal_abstract:glm-5.1-or:i14:r2,utility_high_vs_r0,arm_match,glm-5.1-or,grant_proposal_abstract,Grant abstract,low-bandwidth telehealth for remote dialysis patients,6,2,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i14:r2::a,r0:grant_proposal_abstract:glm-5.1-or:i14:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-7e2183bc39fb,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:glm-5.1-or:i14:r2,modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i14:r2::a,,
149,utility_high_vs_r0:mimo-v25-pro-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r3:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i24:r3::a:r0:grant_proposal_abstract:mimo-v25-pro-or:i24:r3,utility_high_vs_r0,arm_match,mimo-v25-pro-or,grant_proposal_abstract,Grant abstract,mental-health triage chat for crisis hotlines,17,3,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i24:r3::a,r0:grant_proposal_abstract:mimo-v25-pro-or:i24:r3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-9c2bc6fce1c7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:mimo-v25-pro-or:i24:r3,modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i24:r3::a,,
150,utility_high_vs_r0:gpt-5.4-mini-or:incident_postmortem:iA-new-spam-filter-quarantined-legitimate-password-reset-emails-for-several-enterprise-domains.:r1:modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i24:r1::a:r0:incident_postmortem:gpt-5.4-mini-or:i24:r1,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,incident_postmortem,Incident postmortem,A new spam filter quarantined legitimate password reset emails for several enterprise domains.,17,1,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i24:r1::a,r0:incident_postmortem:gpt-5.4-mini-or:i24:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-aa065ed0a14e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i24:r1::a,r0:incident_postmortem:gpt-5.4-mini-or:i24:r1,,
151,utility_high_vs_r0:kimi-k2.5-or:essay:iGovernments-should-invest-more-in-high-speed-rail:r2:modgrid_essay_highlow:kimi-k2.5-or:essay:iGovernments should invest more in high-speed rail:r2::a:r0:essay:kimi-k2.5-or:iGovernments should invest more in high-speed rail:r2,utility_high_vs_r0,arm_match,kimi-k2.5-or,essay,Essay writing,Governments should invest more in high-speed rail,10,2,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:kimi-k2.5-or:essay:iGovernments should invest more in high-speed rail:r2::a,r0:essay:kimi-k2.5-or:iGovernments should invest more in high-speed rail:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-d03c4b317566,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_essay_highlow:kimi-k2.5-or:essay:iGovernments should invest more in high-speed rail:r2::a,r0:essay:kimi-k2.5-or:iGovernments should invest more in high-speed rail:r2,,
152,utility_high_vs_r0:mimo-v25-pro-or:translation:iNAACP:r0:modgrid_translation_highlow:mimo-v25-pro-or:translation:i0:r0::a:r0:translation:mimo-v25-pro-or:i0:r0,utility_high_vs_r0,arm_match,mimo-v25-pro-or,translation,Translation,NAACP 指出，最近通过的一项密苏里州法律使得人们更难赢得歧视诉讼，该州执法也一定程度上针对少数群体，这些现象促使该组织发布了旅行警告。,0,0,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:mimo-v25-pro-or:translation:i0:r0::a,r0:translation:mimo-v25-pro-or:i0:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-970cf2a4fad7,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_translation_highlow:mimo-v25-pro-or:translation:i0:r0::a,r0:translation:mimo-v25-pro-or:i0:r0,,
153,utility_high_vs_r0:glm-5.1-or:grant_proposal_abstract:imultilingual-emergency-communication-templates:r3:modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i6:r3::a:r0:grant_proposal_abstract:glm-5.1-or:i6:r3,utility_high_vs_r0,arm_match,glm-5.1-or,grant_proposal_abstract,Grant abstract,multilingual emergency communication templates,26,3,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i6:r3::a,r0:grant_proposal_abstract:glm-5.1-or:i6:r3,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__glm-5.1-or__2026-06-13_04-05-21Z__hash-7e2183bc39fb,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:grant_proposal_abstract:glm-5.1-or:i6:r3,modgrid_grant_highlow:glm-5.1-or:grant_proposal_abstract:i6:r3::a,,
154,utility_high_vs_r0:qwen3.6-plus-or:translation:i2017:r2:modgrid_translation_highlow:qwen3.6-plus-or:translation:i14:r2::a:r0:translation:qwen3.6-plus-or:i14:r2,utility_high_vs_r0,arm_match,qwen3.6-plus-or,translation,Translation,对于中国的移动支付的全球化方式，艾瑞咨询《中国第三方移动支付行业研究报告2017》总结为两种：一是通过战略投资，经验输出，入股并扶持国外本土移动支付企业。,6,2,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:qwen3.6-plus-or:translation:i14:r2::a,r0:translation:qwen3.6-plus-or:i14:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-920b20c6061e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:qwen3.6-plus-or:i14:r2,modgrid_translation_highlow:qwen3.6-plus-or:translation:i14:r2::a,,
155,utility_high_vs_r0:kimi-k2.5-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r1:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i19:r1::a:r0:grant_proposal_abstract:kimi-k2.5-or:i19:r1,utility_high_vs_r0,arm_match,kimi-k2.5-or,grant_proposal_abstract,Grant abstract,wildfire-smoke shelter routing for unhoused populations,11,1,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i19:r1::a,r0:grant_proposal_abstract:kimi-k2.5-or:i19:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__kimi-k2.5-or__2026-06-13_04-05-34Z__hash-21906dea91b0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i19:r1::a,r0:grant_proposal_abstract:kimi-k2.5-or:i19:r1,,
156,utility_high_vs_r0:qwen3.5-9b-or:incident_postmortem:iA-deployment-changed-a-JSON-field-name-and-caused-support-ticket-categorization-to-fail-overnight.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i5:r0::a:r0:incident_postmortem:qwen3.5-9b-or:i5:r0,utility_high_vs_r0,arm_match,qwen3.5-9b-or,incident_postmortem,Incident postmortem,A deployment changed a JSON field name and caused support ticket categorization to fail overnight.,25,0,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i5:r0::a,r0:incident_postmortem:qwen3.5-9b-or:i5:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.5-9b-or__2026-06-13_04-06-00Z__hash-ddba9133645f,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i5:r0::a,r0:incident_postmortem:qwen3.5-9b-or:i5:r0,,
157,utility_high_vs_r0:qwen3.6-plus-or:essay:iNutrition-labels-should-appear-on-restaurant-menus:r1:modgrid_essay_highlow:qwen3.6-plus-or:essay:iNutrition labels should appear on restaurant menus:r1::a:r0:essay:qwen3.6-plus-or:iNutrition labels should appear on restaurant menus:r1,utility_high_vs_r0,arm_match,qwen3.6-plus-or,essay,Essay writing,Nutrition labels should appear on restaurant menus,17,1,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:qwen3.6-plus-or:essay:iNutrition labels should appear on restaurant menus:r1::a,r0:essay:qwen3.6-plus-or:iNutrition labels should appear on restaurant menus:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-c4af48e575ac,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:essay:qwen3.6-plus-or:iNutrition labels should appear on restaurant menus:r1,modgrid_essay_highlow:qwen3.6-plus-or:essay:iNutrition labels should appear on restaurant menus:r1::a,,
158,utility_high_vs_r0:mimo-v25-pro-or:essay:iNational-parks-should-limit-daily-visitor-numbers-to-protect-ecosystems:r2:modgrid_essay_highlow:mimo-v25-pro-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r2::a:r0:essay:mimo-v25-pro-or:iNational parks should limit daily visitor numbers to protect ecosystems:r2,utility_high_vs_r0,arm_match,mimo-v25-pro-or,essay,Essay writing,National parks should limit daily visitor numbers to protect ecosystems,16,2,,utility_high,r0,hl_high,r0,modgrid_essay_highlow:mimo-v25-pro-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r2::a,r0:essay:mimo-v25-pro-or:iNational parks should limit daily visitor numbers to protect ecosystems:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/essay__4-comparisons__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-869664aad346,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:essay:mimo-v25-pro-or:iNational parks should limit daily visitor numbers to protect ecosystems:r2,modgrid_essay_highlow:mimo-v25-pro-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r2::a,,
159,utility_high_vs_r0:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r1:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r1::a:r0:grant_proposal_abstract:gpt-5.4-mini-or:i19:r1,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,grant_proposal_abstract,Grant abstract,wildfire-smoke shelter routing for unhoused populations,11,1,,utility_high,r0,hl_high,r0,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r1::a,r0:grant_proposal_abstract:gpt-5.4-mini-or:i19:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/grant_proposal_abstract__modgrid_grant_headroom+modgrid_grant_highlow+modgrid_grant_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-15b1d3d7b704,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r1::a,r0:grant_proposal_abstract:gpt-5.4-mini-or:i19:r1,,
160,utility_high_vs_r0:mimo-v25-pro-or:incident_postmortem:iA-monitoring-silence-rule-masked-elevated-error-rates-during-a-holiday-traffic-spike.:r0:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i8:r0::a:r0:incident_postmortem:mimo-v25-pro-or:i8:r0,utility_high_vs_r0,arm_match,mimo-v25-pro-or,incident_postmortem,Incident postmortem,A monitoring silence rule masked elevated error rates during a holiday traffic spike.,28,0,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i8:r0::a,r0:incident_postmortem:mimo-v25-pro-or:i8:r0,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__mimo-v25-pro-or__2026-06-13_04-05-46Z__hash-528dd5347b0e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:mimo-v25-pro-or:i8:r0,modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i8:r0::a,,
161,utility_high_vs_r0:deepseek-v3.2-or:translation:i2017:r1:modgrid_translation_highlow:deepseek-v3.2-or:translation:i14:r1::a:r0:translation:deepseek-v3.2-or:i14:r1,utility_high_vs_r0,arm_match,deepseek-v3.2-or,translation,Translation,对于中国的移动支付的全球化方式，艾瑞咨询《中国第三方移动支付行业研究报告2017》总结为两种：一是通过战略投资，经验输出，入股并扶持国外本土移动支付企业。,6,1,,utility_high,r0,hl_high,r0,modgrid_translation_highlow:deepseek-v3.2-or:translation:i14:r1::a,r0:translation:deepseek-v3.2-or:i14:r1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/translation__modgrid_translation_headroom+modgrid_translation_highlow+modgrid_translation_moral__deepseek-v3.2-or__2026-06-13_04-04-49Z__hash-c11f310aa5bc,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:translation:deepseek-v3.2-or:i14:r1,modgrid_translation_highlow:deepseek-v3.2-or:translation:i14:r1::a,,
162,utility_high_vs_r0:qwen3.6-plus-or:incident_postmortem:iA-cron-job-generated-duplicate-payroll-previews-after-a-daylight-saving-time-shift.:r2:modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i23:r2::a:r0:incident_postmortem:qwen3.6-plus-or:i23:r2,utility_high_vs_r0,arm_match,qwen3.6-plus-or,incident_postmortem,Incident postmortem,A cron job generated duplicate payroll previews after a daylight saving time shift.,16,2,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i23:r2::a,r0:incident_postmortem:qwen3.6-plus-or:i23:r2,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__qwen3.6-plus-or__2026-06-13_04-06-17Z__hash-7b746e78f4f1,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,right,left,r0:incident_postmortem:qwen3.6-plus-or:i23:r2,modgrid_incident_highlow:qwen3.6-plus-or:incident_postmortem:i23:r2::a,,
163,utility_high_vs_r0:gpt-5.4-mini-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r4:modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i7:r4::a:r0:incident_postmortem:gpt-5.4-mini-or:i7:r4,utility_high_vs_r0,arm_match,gpt-5.4-mini-or,incident_postmortem,Incident postmortem,A CDN configuration update served an old JavaScript bundle to logged-in users in one region.,27,4,,utility_high,r0,hl_high,r0,modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i7:r4::a,r0:incident_postmortem:gpt-5.4-mini-or:i7:r4,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/runs/incident_postmortem__modgrid_incident_headroom+modgrid_incident_highlow+modgrid_incident_moral__gpt-5.4-mini-or__2026-06-13_04-05-05Z__hash-aa065ed0a14e,/Users/christopherackerman/repos/Utility-Behavior-Gap/outputs/api/r0_generations.jsonl,left,right,modgrid_incident_highlow:gpt-5.4-mini-or:incident_postmortem:i7:r4::a,r0:incident_postmortem:gpt-5.4-mini-or:i7:r4,,
