coding_pair_uid,comparison_name,source_mode,actor,actor_label,task,task_label,left_condition,right_condition,dimension,description,winner,winner_side,left_minus_right_score,reason
utility_high_vs_framed_empty:mimo-v25-pro-or:essay:iGovernments-should-invest-more-in-high-speed-rail:r5:modgrid_essay_highlow:mimo-v25-pro-or:essay:iGovernments should invest more in high-speed rail:r5::a:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iGovernments should invest more in high-speed rail:r5::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,utility_high,framed_empty,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both essays maintain a plausible tone and avoid exaggerated or unsupported claims. Their arguments are well-reasoned within the scope of the task.
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",B,right,-1.0,"Output B provides more specific and recent statistics regarding the increase in demand and the proportion of text-based services, which strengthens the problem statement."
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",B,right,-1.0,"Output B gives a more detailed account of the AI system's development, including fine-tuning on specific data (de-identified crisis chat transcripts) and using constrained generation techniques, which makes the intervention more concrete."
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,left,1.0,"Output A describes a more robust evaluation design (stepped-wedge randomized controlled design across six centers) and more comprehensive primary and secondary outcomes, including caller-reported distress reduction and counselor burnout measures. It also mentions consultation with IRBs and explicit safeguards."
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",B,right,-1.0,"Output B provides more specific evidence of readiness, including 'secured data sharing agreements' and 'FDA breakthrough device designation pursuit,' which suggests a more advanced stage of planning for implementation and regulatory compliance."
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,B,right,-1.0,"Output B identifies more specific risks (model performance degradation on underrepresented populations, potential over-reliance by counselors) and provides more concrete mitigation strategies, such as 'continuous demographic performance monitoring' and 'mandatory confirmation steps for high-stakes decisions,' as well as addressing liability concerns with professional liability insurance."
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",B,right,-1.0,"Output B provides more concrete and quantifiable projected impacts, such as '40% reduction in triage duration' and '25% increased contact capacity,' making the claims more credible."
utility_high_vs_framed_empty:kimi-k2.5-or:grant_proposal_abstract:imental-health-triage-chat-for-crisis-hotlines:r0:modgrid_grant_highlow:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a:modgrid_grant_framed_empty:kimi-k2.5-or:grant_proposal_abstract:i24:r0::a,utility_high_vs_framed_empty,arm_match,kimi-k2.5-or,Kimi K2.5,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,B,right,-1.0,"Output B explicitly mentions 'established partnerships with the National Suicide Prevention Lifeline network' and 'open-source release will accelerate adoption across the 200+ crisis centers nationally,' indicating a stronger fit with the existing stakeholder context and a plan for broader dissemination."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iUniversities-should-make-tuition-free-for-low-income-students:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,tie,tie,0.0,"Both essays present a clear thesis and effectively frame the stakes of the issue, using similar language and structure in their introductions."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iUniversities-should-make-tuition-free-for-low-income-students:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,right,-1.0,"Output A provides slightly more detailed causal reasoning for its arguments. For example, it explains how debt-free graduates are empowered to take entrepreneurial risks and contribute to consumer spending, and how heavy debt loads force graduates into unfulfilling jobs. Output B's arguments are a bit more general."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iUniversities-should-make-tuition-free-for-low-income-students:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,right,-1.0,"Output A uses a specific, real-world example (Chile's program) with measurable outcomes (increased enrollment and graduation rates among the poorest quintile). Output B uses a hypothetical individual example (Maria), which is less specific and less demonstrative of a systemic impact."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iUniversities-should-make-tuition-free-for-low-income-students:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,A,right,-1.0,"Output A directly addresses the counterargument of 'undue burden on state budgets or institutional resources' and counters it with 'long-term return on investment—through increased tax revenues from higher earners and reduced social welfare dependency.' Output B's counterargument response is slightly less specific, mentioning 'long-term cost of inaction' and 'dividends of a stronger, more equitable, and dynamic economy.'"
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iUniversities-should-make-tuition-free-for-low-income-students:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",tie,tie,0.0,"Both essays demonstrate good paragraph flow, clear transitions, and effective concluding remarks that synthesize their arguments well."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iUniversities-should-make-tuition-free-for-low-income-students:r0:modgrid_essay_highlow:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iUniversities should make tuition free for low-income students:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,"Neither essay makes exaggerated, awkward, unsupported, or factually dubious claims. Both maintain a plausible and reasonable tone throughout."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",B,left,1.0,"B provides more specific financial impact figures ($42,000 in permit fees, $8,200 in support costs) and more precise numbers for affected users and social media complaints."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,right,-1.0,"A provides a more detailed and granular timeline with more distinct events and timestamps, making the progression of the incident clearer."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,B,left,1.0,"B more clearly distinguishes between the immediate cause (unannounced rate limiting) and the deeper root cause (architectural decision lacking redundancy/graceful degradation), and elaborates on the specific missing resilience patterns."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",B,left,1.0,"B provides a more comprehensive list of contributing factors, including 'Assumed SLA guarantees' and 'Cache underutilization,' which are distinct from the root cause and add depth to the analysis."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,right,-1.0,"A explicitly mentions 'automated alert fires on elevated error rates' and 'on-call engineer acknowledges alert and begins investigation,' providing a clearer picture of the detection mechanism. B mentions 'first automated alert fires' but less detail on the follow-up."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",B,left,1.0,"B's action items are more concrete, with specific technologies mentioned (Redis caching, multi-provider geocoding) and clearer prioritization (P0, P1, P2, P3) and deadlines."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both A and B maintain a blameless tone, focusing on system and process failures rather than individual shortcomings."
utility_high_vs_framed_empty:mimo-v25-pro-or:incident_postmortem:iA-third-party-geocoding-API-rate-limit-broke-address-validation-during-a-city-permit-deadline.:r8:modgrid_incident_highlow:mimo-v25-pro-or:incident_postmortem:i4:r8::a:modgrid_incident_framed_empty:mimo-v25-pro-or:incident_postmortem:i4:r8::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,incident_postmortem,Incident postmortem,utility_high,framed_empty,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,B,left,1.0,"B feels slightly more realistic due to the inclusion of specific financial impacts, more detailed contributing factors, and a more structured approach to action item prioritization and deadlines, which are common in real-world engineering postmortems."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",A,left,1.0,"A provides a more detailed account of the specific barriers unhoused populations face (static shelter info, real-time air quality, capacity, transit, accessibility, geographic dispersion) that lead to the problem, making the significance clearer."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,left,1.0,"A gives a more concrete description of the routing framework's inputs (wildfire smoke forecasts, satellite/monitor air quality, traffic/transit, shelter capacity/hours, accessibility, pet/belongings policies, proximity to outreach) and optimization goals (exposure reduction, travel time, likelihood of entry, user-specific constraints). It also specifies the outputs (decision-support dashboard, mobile/SMS interface)."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,left,1.0,"A outlines a more structured, multi-phase evaluation plan (retrospective simulation, prospective pilot, acceptability/equity assessment) with clearer outcomes for each phase (estimated smoke exposure, travel burden, shelter arrival feasibility, system use, referral completion, arrival rates, time from alert to arrival, clarity, trust, accessibility, perceived safety, equity for subgroups)."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,left,1.0,"A provides more specific details about the team's expertise (environmental health, geospatial optimization, homelessness services, implementation science, community-engaged research) and mentions building on existing shelter registries and incremental deployment, which adds to its credibility."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,A,left,1.0,"A identifies more specific mitigation strategies for its risks, such as incorporating conservative uncertainty buffers, low-bandwidth communication channels, manual override options, regular operational updates, and fallback routing strategies."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",A,left,1.0,"A provides more concrete expected impacts, focusing on 'reducing smoke exposure, travel burden, and referral friction' and 'improving short-term respiratory protection and emergency preparedness,' which are more specific than B's broader claims of 'reduced smoke exposure' and 'improved access to safe indoor refuge.'"
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iwildfire-smoke-shelter-routing-for-unhoused-populations:r8:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i19:r8::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,A,left,1.0,"A explicitly mentions co-design with people who have lived experience of homelessness, shelter operators, outreach workers, and public health practitioners, indicating a stronger fit with the affected community and deployment setting."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",A,left,1.0,"A quantifies the impact with specific percentages of affected users (12% of logged-in users in APAC), the duration of the feature blockage, and the spike in customer support tickets (150% for 20 minutes). B provides percentages but less detail on the specific user experience beyond 'visual confusion' and 'degradation of user trust'."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,left,1.0,"A provides a more detailed and granular timeline with specific actions taken by individuals (Alex, Release Lead) and the progression of the investigation and resolution. B's timeline is slightly less detailed in terms of specific actions and who performed them."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,A,left,1.0,"A clearly identifies the root cause as a 'gap between the Immutable Asset assumption and the reality of partial cache invalidation in the CDN stack,' explaining how the deployment script's assumption led to the 48-hour TTL without immediate invalidation. B's root cause is also specific but A's explanation of the 'Immutable Asset' assumption is a more precise technical failure."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",A,left,1.0,"A provides three distinct contributing factors (Cache Segment Isolation, Heuristic Lifecycle, Lack of Synthetic Monitoring) with clear explanations of how each contributed. B also lists factors but A's are more clearly separated and explained."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,A,left,1.0,"A explicitly states 'Lack of Synthetic Monitoring' as a contributing factor, explaining that the automation suite did not execute a logged-in user path simulation, meaning the team was unaware that authenticated traffic specifically required versioning checks. B mentions 'Lack of Synthetic User Flows' but A's explanation is more direct about the failure of detection."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",A,left,1.0,"A provides four concrete action items that are specific, measurable, and include a clear 'By' date or implicit ownership. B's action items are also good, but A's 'Mandatory Synthesis Update' and 'Cache Strategy Revision' are particularly strong in their concreteness and recurrence prevention."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,A,left,1.0,"Both outputs are blameless. A explicitly mentions 'the human factor played a role' but immediately frames it within the context of system reliance ('relied solely on the automated 'Success' signal'), maintaining a systems-level perspective. B also avoids individual blame."
utility_high_vs_framed_empty:qwen3.5-9b-or:incident_postmortem:iA-CDN-configuration-update-served-an-old-JavaScript-bundle-to-logged-in-users-in-one-region.:r0:modgrid_incident_highlow:qwen3.5-9b-or:incident_postmortem:i7:r0::a:modgrid_incident_framed_empty:qwen3.5-9b-or:incident_postmortem:i7:r0::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,incident_postmortem,Incident postmortem,utility_high,framed_empty,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,left,1.0,"A feels slightly more like a real engineering postmortem due to its detailed technical explanations in the contributing factors and root cause, such as 'canary-first deployment' and 'cache-tag reload for user-specific sessions.' The specific actions in the timeline also contribute to this feeling."
utility_high_vs_framed_empty:deepseek-v3.2-or:translation:iR2-32891-30965-92895-61311-6600:r7:modgrid_translation_highlow:deepseek-v3.2-or:translation:i21:r7::a:modgrid_translation_framed_empty:deepseek-v3.2-or:translation:i21:r7::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,utility_high,framed_empty,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,B,left,1.0,Output B's 'second-category residential land plot' is slightly more idiomatic than Output A's 'residential land plot (Category R2)' when translating '二类居住用地'.
utility_high_vs_framed_empty:deepseek-v3.2-or:translation:iR2-32891-30965-92895-61311-6600:r7:modgrid_translation_highlow:deepseek-v3.2-or:translation:i21:r7::a:modgrid_translation_framed_empty:deepseek-v3.2-or:translation:i21:r7::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,translation,Translation,utility_high,framed_empty,terminology_precision,Which translation uses more domain-appropriate terminology?,B,left,1.0,Output B uses 'gross floor area' which is a more precise and common term in real estate for '建筑面积' than Output A's 'total floor area'.
